datetime (YYYY-MM-DD hh:mm:ss),configuration,outdoor air temperature (C),cell A heating (Wh/sqft),cell A cooling (Wh/sqft),cell B heating (Wh/sqft),cell B cooling (Wh/sqft)
2019-08-16 13:00:00,Core-W,22.786026830277777,,5.056067293377152,0.009806965628385594,2.7391807186471158
2019-08-16 14:00:00,Core-W,22.71633266916666,,5.133261466346673,0.0015350503258453612,1.2761064500287849
2019-08-16 15:00:00,Core-W,21.58560979375,,5.133326626802914,,5.357574687127885
2019-08-16 16:00:00,Core-W,18.685611530277775,,5.259246863610789,,4.606029374551435
2019-08-16 17:00:00,Core-W,17.503635798472217,,5.376170666330103,,1.7843613968758547
2019-08-16 18:00:00,Core-W,16.313534914166667,,5.276333315948822,,1.0221718574528438
2019-08-16 19:00:00,Core-W,15.585845805555554,,0.8995585440654331,0.09264328763881283,0.005078821194057622
2019-08-16 20:00:00,Core-W,14.868783805555555,,0.2953124849151966,0.0967631179550891,
2019-08-16 21:00:00,Core-W,14.163594500000004,,0.13373709646605483,0.09902520494293691,
2019-08-16 22:00:00,Core-W,14.078918638888892,,0.06404578081740206,0.10030354736922208,
2019-08-16 23:00:00,Core-W,14.063996569444447,0.005889571717612669,0.00923444959442446,0.10111456450432045,
2019-08-17 00:00:00,Core-W,14.013482833333333,0.01692872025521618,0.0033468911022027006,0.1018372319663889,
2019-08-17 01:00:00,Core-W,13.885988875000004,0.04794349587402249,5.944296242776067e-05,0.10255344722805554,
2019-08-17 02:00:00,Core-W,13.870927305555556,0.03556224537748878,,0.10291653089166666,
2019-08-17 03:00:00,Core-W,13.948179397645175,0.02779132010396974,0.0006731079603836926,0.10329514955027777,
2019-08-17 04:00:00,Core-W,14.226875138888888,0.06648606775648998,,0.10365115511694446,
2019-08-17 05:00:00,Core-W,14.450549097222225,0.07945792369577635,,0.10392655138861112,
2019-08-17 06:00:00,Core-W,14.756719791666667,0.04680393651665697,,0.10404492353694443,
2019-08-17 07:00:00,Core-W,15.126195916666667,0.0008165941330317727,2.79253212582761,0.10508054454305556,
2019-08-17 08:00:00,Core-W,15.527282416666669,,1.670338722809676,0.11550501154190461,
2019-08-17 09:00:00,Core-W,16.881831289583335,,2.5646224777338222,0.1368208747856576,0.013686448608106047
2019-08-17 10:00:00,Core-W,17.88430710847222,,5.005287956260966,0.05860854622611682,0.595546850869274
2019-08-17 11:00:00,Core-W,18.33621332833333,,4.669104025458379,,3.8919766793185544
2019-08-17 12:00:00,Core-W,18.75678733333333,,4.092010515221672,,0.8904500154167391
2019-08-17 13:00:00,Core-W,18.482425377361107,0.0011385969054811848,3.144662391048319,,1.4424282429078057
2019-08-17 14:00:00,Core-W,18.645896236805562,,3.6540859570409605,,1.8473750483883888
2019-08-17 15:00:00,Core-W,18.30657483680556,,4.565720532978433,,1.7109882004468546
2019-08-17 16:00:00,Core-W,17.55591462847222,,4.9056183684921715,,1.5844806263764362
2019-08-17 17:00:00,Core-W,17.710194914166667,,4.789665023851956,,1.47451437991523
2019-08-17 18:00:00,Core-W,16.80041536180556,,4.847496788221657,,1.3869237809920318
2019-08-17 19:00:00,Core-W,15.820537893472222,,0.9536897683099367,0.007631573516944444,0.9606410049272419
2019-08-17 20:00:00,Core-W,15.481599043356947,,0.34102495569748204,0.09415796193055556,
2019-08-17 21:00:00,Core-W,15.1408685,,0.15621199199177768,0.09701199392722223,
