datetime (YYYY-MM-DD hh:mm:ss),configuration,outdoor air temperature (C),cell A heating (Wh/sqft),cell A cooling (Wh/sqft),cell B heating (Wh/sqft),cell B cooling (Wh/sqft)
2019-09-11 08:00:00,Core-S,16.113618934861112,,1.611895165178928,,0.12319925971503926
2019-09-11 09:00:00,Core-S,18.05449336680556,,4.102089798513422,0.00328149441487502,0.24396939051297786
2019-09-11 10:00:00,Core-S,19.87951971666667,,5.485364071389441,,1.7597124406511928
2019-09-11 11:00:00,Core-S,20.430008833749998,,3.359041167492626,0.0016354537376090095,2.995951508079202
2019-09-11 12:00:00,Core-S,21.268551318055554,,4.203067764624003,,3.6787146118722656
2019-09-11 13:00:00,Core-S,23.58868618375,,5.99788209735088,,6.83254443982504
2019-09-11 14:00:00,Core-S,24.148257788472222,,5.6527272258935115,,4.977795951933916
2019-09-11 15:00:00,Core-S,23.19992373652777,,5.538969371150824,,4.088511312491505
2019-09-11 16:00:00,Core-S,23.181901417083324,,5.970920859935363,,4.363443533711089
2019-09-11 17:00:00,Core-S,23.703207605,,4.304647422238285,,3.930158661006289
2019-09-11 18:00:00,Core-S,23.30385656944445,,4.692054357644903,,3.0080026698586457
2019-09-11 19:00:00,Core-S,22.508444123749996,0.0021600705336961234,0.8020350879146859,0.03018763681704082,0.03650982296368398
2019-09-11 20:00:00,Core-S,21.797870267582816,,0.5227069070144746,0.0359621157689174,
2019-09-11 21:00:00,Core-S,21.808299304687505,0.017388546702331302,0.3207643778992981,0.03828050618510478,
2019-09-11 22:00:00,Core-S,21.56565847931035,0.002899816918004831,0.262030306437704,0.039923293907812414,
2019-09-11 23:00:00,Core-S,21.032530639722225,,0.17442378642940415,0.04122350591924115,
2019-09-12 00:00:00,Core-S,20.46555871097222,,0.10020211397525776,0.042246563264901636,
2019-09-12 01:00:00,Core-S,20.270035221944447,,0.04915241039465705,0.04318550191804086,
2019-09-12 02:00:00,Core-S,20.409095975833335,0.0003599945147245318,0.015088504129821646,0.044104166673343596,
2019-09-12 03:00:00,Core-S,20.177809485277773,0.0018661387873286407,0.012702402055195778,0.04465938404419087,
2019-09-12 04:00:00,Core-S,19.501173712361112,0.012451983071341361,5.0013137596000434e-05,0.045123659951297745,
2019-09-12 05:00:00,Core-S,19.29709653111111,0.0056696554418623766,2.959493666926326,0.0453785389274712,
2019-09-12 06:00:00,Core-S,19.65740002319445,,1.5524327474551936,0.0308140773833211,2.0625488492703243
2019-09-12 07:00:00,Core-S,19.93288167486111,0.0014829459168089916,1.3093467145187188,0.00021587714469641065,3.7142162068048874
2019-09-12 08:00:00,Core-S,20.50189038555556,,1.8544657920966436,0.002555585609377496,0.7649942691486238
2019-09-12 09:00:00,Core-S,21.453914310833333,,3.974402982634563,,0.7224875175263467
2019-09-12 10:00:00,Core-S,23.606716989583337,,4.331187141397227,,4.185948085892317
2019-09-12 11:00:00,Core-S,25.538614646249993,,3.6310842423543845,,3.5698995438307803
2019-09-12 12:00:00,Core-S,27.356668407638892,,5.2139149417034965,,3.7639513427685944
2019-09-12 13:00:00,Core-S,29.497244588576727,,6.728351471274308,,4.428422493696257
2019-09-12 14:00:00,Core-S,31.169281936111116,,6.543850505923931,,5.086533516108392
2019-09-12 15:00:00,Core-S,31.45313040902778,,5.734275413725595,,5.331663780590476
2019-09-12 16:00:00,Core-S,29.714935720972225,,6.416242929327791,,5.319812791551941
2019-09-12 17:00:00,Core-S,28.480457563888883,,4.9771777337522,,4.523649890515779
2019-09-12 18:00:00,Core-S,28.328501936666665,,5.211058417649488,,3.771807014004264
2019-09-12 19:00:00,Core-S,28.019480172083334,0.003350351868867709,0.8174056268158976,0.015239941736318142,0.046139228765380576
2019-09-12 20:00:00,Core-S,26.49525733152778,,0.4219787976350613,0.034851274790018406,
2019-09-12 21:00:00,Core-S,26.446742013750004,,0.2573022407870943,0.03962643225230693,
2019-09-12 22:00:00,Core-S,26.705409861666674,,0.15245154126900692,0.041663408861194254,
2019-09-12 23:00:00,Core-S,26.833659168888893,,0.07308759024728964,0.042882063947330754,
2019-09-13 00:00:00,Core-S,25.525214557361107,8.189317204511879e-05,0.020289162708229936,0.043637010749982025,
2019-09-13 01:00:00,Core-S,24.95180909513889,0.004542613086215731,0.0018766894406151058,0.04456192402817359,
2019-09-13 02:00:00,Core-S,24.573648166388885,0.01651932511272668,5.118550612377723e-06,0.045116685451409254,
2019-09-13 03:00:00,Core-S,24.307880006388892,0.020870779126405337,0.00022431448698718122,0.02198408361679148,
2019-09-13 04:00:00,Core-S,23.775077096805557,0.02511962384233653,,0.04592017156061987,
2019-09-13 05:00:00,Core-S,23.734250411250006,0.0004004175283056117,5.245150220855913,0.04595354069949935,
2019-09-13 06:00:00,Core-S,23.664828208829693,,2.447168094717452,0.0294959907101855,3.286656016516303
2019-09-13 07:00:00,Core-S,23.896425971944442,,1.8971143694351527,,5.9080761274860265
2019-09-13 08:00:00,Core-S,24.31580311958334,,3.3535642305328355,,2.7523249678663455
2019-09-13 09:00:00,Core-S,24.686319404027778,,5.174040873563344,,2.370580525656916
2019-09-13 10:00:00,Core-S,26.013809958749995,,4.013351580376968,,1.8872301599544898
2019-09-13 11:00:00,Core-S,27.369188553472224,,4.585136012578585,,3.640281359616867
2019-09-13 12:00:00,Core-S,29.35585857861111,,6.252804301533745,,4.998885760600176
2019-09-13 13:00:00,Core-S,31.20771320291667,,8.003836157132845,,5.294425782114178
2019-09-13 14:00:00,Core-S,32.499101750138884,,7.374879205976858,,5.701824480025892
2019-09-13 15:00:00,Core-S,33.027507998055555,,6.838385929285406,,5.986654410545232
2019-09-13 16:00:00,Core-S,31.49535362930555,,6.559929185679163,,5.699642897502742
2019-09-13 17:00:00,Core-S,30.695309458055565,,5.443054352813435,,5.054675666694635
2019-09-13 18:00:00,Core-S,28.763295150833333,,5.5912030466891105,,4.0629372358111855
2019-09-13 19:00:00,Core-S,27.742924366111108,,0.8450103749391354,0.03213517474621396,0.0474719371201262
2019-09-13 20:00:00,Core-S,27.650407589861107,,0.3814475412949314,0.03788077853617101,
2019-09-13 21:00:00,Core-S,27.407401713888895,,0.2078573111549259,0.04064184405770813,
2019-09-13 22:00:00,Core-S,27.630626391164473,,0.10969975026434331,0.04236804138875876,
2019-09-13 23:00:00,Core-S,26.327357954999993,,0.041683285297956396,0.04341493426043038,
2019-09-14 00:00:00,Core-S,25.353823410555556,0.0015935604125330136,0.00657901655500342,0.044141280284154365,
2019-09-14 01:00:00,Core-S,24.95014546652778,0.008600873024482779,0.00034100871266806336,0.045032887397752824,
2019-09-14 02:00:00,Core-S,24.96880012263889,0.019338798755562343,5.918250213411724e-05,0.045632931193546056,
2019-09-14 03:00:00,Core-S,25.17108025138889,0.008916654388015529,0.0031399168760176395,0.04636313061292722,
2019-09-14 04:00:00,Core-S,24.128132566527775,0.030112786897383968,,0.046831569918200366,
2019-09-14 05:00:00,Core-S,24.040104573472217,0.03710493476351664,,0.046988162664884384,
2019-09-14 06:00:00,Core-S,23.31243065527777,0.029588561279765734,,0.02861354409207058,4.207550470357247
2019-09-14 07:00:00,Core-S,21.437316555694444,0.00042281956471893357,8.253452032636252,,5.128275654473091
2019-09-14 08:00:00,Core-S,22.231397749305554,0.00011901621698021857,1.8488710855367232,,1.1093425709460554
2019-09-14 09:00:00,Core-S,20.237560828750002,0.001324607555401724,4.903544579725567,0.002173119303438001,1.1090635993607523
2019-09-14 10:00:00,Core-S,20.51285398833333,,6.3626059408843245,,2.7214362890968804
2019-09-14 11:00:00,Core-S,21.102720232222218,,7.29754043999557,,4.017035302857957
2019-09-14 12:00:00,Core-S,22.305202112222222,,5.035760631403234,,5.592840012694269
2019-09-14 13:00:00,Core-S,22.727556180416666,,4.913091507913247,,7.122299073751633
2019-09-14 14:00:00,Core-S,22.15967108652778,,4.978054507104359,,4.296594033250536
2019-09-14 15:00:00,Core-S,22.421592038254918,,6.7864139436969575,0.0110027515090788,5.937821090519137
2019-09-14 16:00:00,Core-S,22.601246271527774,,6.664254983716985,,6.60786422930084
2019-09-14 17:00:00,Core-S,23.212098209166665,,4.531767101856807,,3.8468075527802834
2019-09-14 18:00:00,Core-S,22.055326549999993,,5.111242336925748,0.001633565929781362,3.13883545811373
2019-09-14 19:00:00,Core-S,19.820887780138886,,0.8006055778172139,0.031149386558837165,0.03547592041932988
2019-09-14 20:00:00,Core-S,17.711832994444443,,0.4347655665934525,0.03620173531964412,
2019-09-14 21:00:00,Core-S,17.54674998597222,,0.3025322162453573,0.03785362308765936,
2019-09-14 22:00:00,Core-S,15.534414591944442,,0.2258306727666371,0.03961311143714214,
2019-09-14 23:00:00,Core-S,14.643679305555557,,0.15157408112901014,0.04119851129552108,
2019-09-15 00:00:00,Core-S,14.100036819444444,,0.10115746281740982,0.04270290706240143,
2019-09-15 01:00:00,Core-S,14.034901513888885,,0.08118005155932576,0.04384092613561315,
2019-09-15 02:00:00,Core-S,13.712866972222223,,0.040327763017936634,0.044605747473476044,
2019-09-15 03:00:00,Core-S,13.48603216666667,,0.04478013326824983,0.04518104189900208,
2019-09-15 04:00:00,Core-S,13.8259845,,0.0475475570346945,0.045518445874480215,
2019-09-15 05:00:00,Core-S,13.860548430555557,,0.04126188895453684,0.045834093116841876,
2019-09-15 06:00:00,Core-S,13.813778763888886,,0.05594419406852593,0.031747262297112396,2.170489361116803
2019-09-15 07:00:00,Core-S,13.41264647222222,0.0020809132015101924,5.5538628394888,0.0028610310413047916,1.8595695043800065
2019-09-15 08:00:00,Core-S,13.875380295965698,0.001199890715364579,1.007573355442308,,0.2555834831963933
2019-09-15 09:00:00,Core-S,14.61014797222222,0.0025176135185255013,4.13986055782187,,0.6007171448563503
2019-09-15 10:00:00,Core-S,16.526153972222218,,5.062846962108561,,1.071234204161151
2019-09-15 11:00:00,Core-S,17.947354225,,3.5082141154667394,0.004858980375632603,0.6959118323423545
2019-09-15 12:00:00,Core-S,18.75388996611111,,3.758549925695349,0.009536114047314187,1.4925342048968773
2019-09-15 13:00:00,Core-S,19.325041015972218,,5.609730675433741,0.009641712584538532,2.544157617765258
2019-09-15 14:00:00,Core-S,20.351857151944447,,6.072664225782133,,3.343153088123685
2019-09-15 15:00:00,Core-S,19.851317439444447,,5.436521008342807,,3.0000350963781783
2019-09-15 16:00:00,Core-S,19.711438685138887,,5.4323010976009956,,2.5961084900520026
2019-09-15 17:00:00,Core-S,19.13701966958333,,4.410359793768559,,2.083857420405813
2019-09-15 18:00:00,Core-S,17.808807917083335,,4.656762525257943,0.004768659193245733,1.0852194512873505
2019-09-15 19:00:00,Core-S,16.81204456152778,,0.7630405920019242,0.027529659646199668,0.007546829311291341
2019-09-15 20:00:00,Core-S,16.57301141569444,,0.49388704181378973,0.03445686387396639,
2019-09-15 21:00:00,Core-S,16.40799581527778,,0.3684104196602082,0.036670337200861325,
2019-09-15 22:00:00,Core-S,16.48728109605263,,0.2731981982734873,0.038630344345017706,
2019-09-15 23:00:00,Core-S,16.62438792444444,,0.206177361499497,0.04007301513892126,
2019-09-16 00:00:00,CorePlus-W,16.85640812194024,,0.16354617039591257,0.04166155548628682,
2019-09-16 01:00:00,CorePlus-W,16.764340520138884,,0.12963073958579183,0.04310366796093782,
2019-09-16 02:00:00,CorePlus-W,16.71706561083333,,0.0886928403426224,0.044113524440842114,
2019-09-16 03:00:00,CorePlus-W,16.715318888055553,,0.07152327612112591,0.04481486762682858,
2019-09-16 04:00:00,CorePlus-W,16.61078826152778,,0.04805647864462907,0.04530214231190952,
2019-09-16 05:00:00,CorePlus-W,15.86117823888889,0.002020177342450434,4.283097320984244,0.045427786730925505,
2019-09-16 06:00:00,CorePlus-W,15.57373321388889,,2.2966290570149934,0.02884498950861675,2.854562415049946
2019-09-16 07:00:00,CorePlus-W,14.593517069444447,,1.089032193981223,0.0019056242202293567,2.8892084410058776
2019-09-16 08:00:00,CorePlus-W,14.806293125000002,,3.478827753609943,,0.05834012696732886
2019-09-16 09:00:00,CorePlus-W,14.792496847222221,,3.501037016136712,,0.28942385744800775
2019-09-16 10:00:00,CorePlus-W,15.866200241249995,,3.5111908160221676,,0.8888994715548791
2019-09-16 11:00:00,CorePlus-W,17.266881686388885,,1.843896594569592,,1.5466237689072422
2019-09-16 12:00:00,CorePlus-W,18.394364412916662,,2.893879952165106,0.0045124677540542505,1.9315374731358133
2019-09-16 13:00:00,CorePlus-W,18.574230711111113,,3.4712477018311403,0.0027491294116605697,2.0220292106752926
2019-09-16 14:00:00,CorePlus-W,18.993019021944452,,3.598327917243448,0.0026576876008918035,2.233679480957741
2019-09-16 15:00:00,CorePlus-W,19.39300523680555,,5.578020176968336,0.0016599644615612932,2.454289799380965
2019-09-16 16:00:00,CorePlus-W,18.849039492361115,,5.556802683658873,0.00027206593756798553,1.3704044775167157
2019-09-16 17:00:00,CorePlus-W,18.477684212034514,,4.588656464992906,0.0017912767274164995,0.9713577058593299
2019-09-16 18:00:00,CorePlus-W,17.74504973125,,5.43359574107979,0.0047534500912082,0.5683296238058004
2019-09-16 19:00:00,CorePlus-W,16.68954054152778,,0.8561904223524469,0.029062481760892052,0.0017543802671519874
2019-09-16 20:00:00,CorePlus-W,16.309637754027776,,0.5821384004666249,0.033853564140254484,
2019-09-16 21:00:00,CorePlus-W,15.870101191145835,0.017591450641676575,0.3725259623285108,0.03603197477727656,
2019-09-16 22:00:00,CorePlus-W,15.401811096491222,0.004409018871616674,0.3309381881274393,0.03815937897813514,
2019-09-16 23:00:00,CorePlus-W,15.086536055555559,,0.2807143817818117,0.039815048702226366,
2019-09-17 00:00:00,CorePlus-W,14.831380111111109,,0.21146231520642927,0.041509661048080244,
2019-09-17 01:00:00,CorePlus-W,14.725527875000003,,0.16007245939006698,0.042446638044856565,
2019-09-17 02:00:00,CorePlus-W,14.5497105,,0.11037897129529937,0.04334088081648792,
2019-09-17 03:00:00,CorePlus-W,14.30896913888889,,0.0721910455620097,0.04384572890958947,
2019-09-17 04:00:00,CorePlus-W,14.035200097222225,,0.051155385409562874,0.04441724554576408,
2019-09-17 05:00:00,CorePlus-W,13.767467097222221,,0.08418455226104436,0.0447761994665278,
2019-09-17 06:00:00,CorePlus-W,13.612841180555554,0.0016339371186217084,0.05038638531407938,0.0306230006111762,2.1749562222138303
2019-09-17 07:00:00,CorePlus-W,14.173636680555557,0.0012747576719167103,0.07679122553873366,0.001709885374406969,1.1854273272641225
2019-09-17 08:00:00,CorePlus-W,15.660467672083334,,0.06967733999542426,,0.14009948408947592
2019-09-17 09:00:00,CorePlus-W,17.072215558472223,,5.457975745285832,,0.10925798003627166
2019-09-17 10:00:00,CorePlus-W,18.17233265029874,,4.098969321368628,,1.205091999382143
2019-09-17 11:00:00,CorePlus-W,19.18916415,,2.3026649938884063,0.001414055699865539,2.1744914658582397
2019-09-17 12:00:00,CorePlus-W,20.299691138611117,,1.9322093949429393,0.0019440951707805527,1.1209709787427424
2019-09-17 13:00:00,CorePlus-W,21.198808794999998,,2.3542803647251245,,1.1407733233374056
2019-09-17 14:00:00,CorePlus-W,20.732817218472217,,3.615063269609001,0.0017481136121241668,0.9613678868127667
2019-09-17 15:00:00,CorePlus-W,19.877246633611108,,5.066041641200366,0.0010338881922543814,1.4203289876422547
2019-09-17 16:00:00,CorePlus-W,20.013610724861113,,5.4069394499895465,,2.468133587425108
2019-09-17 17:00:00,CorePlus-W,19.898012983194448,,4.668629466431745,,2.034746283574463
2019-09-17 18:00:00,CorePlus-W,17.92843459944445,,5.837111142115499,0.011566106044422554,1.2199015862912066
2019-09-17 19:00:00,CorePlus-W,16.864415453194443,,0.8627883075984643,0.024537502574556867,0.006507708938865557
2019-09-17 20:00:00,CorePlus-W,16.16956847513889,,0.4469767263368994,0.031128786544049207,
2019-09-17 21:00:00,CorePlus-W,15.958417730138889,,0.28998256701289377,0.033952567951660496,
2019-09-17 22:00:00,CorePlus-W,15.82466203861111,,0.2107847294814785,0.0360057636068938,
2019-09-17 23:00:00,CorePlus-W,15.632907694444446,,0.15588603904088302,0.037795365888230924,
2019-09-18 00:00:00,CorePlus-W,15.440032819444445,,0.11251542776581454,0.03916294598994307,
2019-09-18 01:00:00,CorePlus-W,15.269670125000003,,0.08582183269027045,0.040383778502902486,
2019-09-18 02:00:00,CorePlus-W,14.994404303263254,,0.04788937641446841,0.041401909849912974,
2019-09-18 03:00:00,CorePlus-W,15.411757791666664,,0.04367228046357275,0.04224104139365358,
2019-09-18 04:00:00,CorePlus-W,15.78582653611111,,0.019891328944511795,0.042866827226715566,
2019-09-18 05:00:00,CorePlus-W,15.853226061527778,0.00035638468690533134,0.01410263511823996,0.04312889776749426,
2019-09-18 06:00:00,CorePlus-W,16.20466334083333,0.00031290134247799196,0.040549326954205746,0.02511412823891899,3.6842451224923125
2019-09-18 07:00:00,CorePlus-W,15.883296896805554,0.0017266511592164558,1.2201657942315256,0.00019357992309980478,2.9621383262553134
2019-09-18 08:00:00,CorePlus-W,15.785379794583331,,4.350903109471042,,0.051619467809800056
2019-09-18 09:00:00,CorePlus-W,16.395508779027775,,3.5652225174491616,,0.035541302916521605
2019-09-18 10:00:00,CorePlus-W,17.035459005,,3.278768077685264,0.0008001748746030677,0.03692827774084648
2019-09-18 11:00:00,CorePlus-W,17.31750036902778,,1.8439019848859413,0.0007103870585330734,0.46810358380249883
2019-09-18 12:00:00,CorePlus-W,18.341970667222224,,2.85767352531131,0.0005960569127653212,1.1757004168781693
2019-09-18 13:00:00,CorePlus-W,18.33888161625,,3.5599762345704202,0.0007344872496523178,1.0522599050469403
2019-09-18 14:00:00,CorePlus-W,17.984535565373562,,1.5767678815627775,0.0010701499126587976,0.7305485792045725
2019-09-18 15:00:00,CorePlus-W,18.322918382909602,,4.351627585895808,0.0015476021114120254,0.9183626300272423
2019-09-18 16:00:00,CorePlus-W,18.086632064444448,,4.305262297917039,0.00793026514557452,0.8300994416399146
2019-09-18 17:00:00,CorePlus-W,18.19887355833333,,4.072918782980352,0.0029769571819349425,1.0276236114831672
2019-09-18 18:00:00,CorePlus-W,17.390056163888893,,4.653912004981874,0.0022938880096070396,0.5401817168263712
2019-09-18 19:00:00,CorePlus-W,15.957225927150368,,0.7535177740762993,0.029968506143883574,0.002419274164876172
2019-09-18 20:00:00,CorePlus-W,15.602192291666666,,0.5026323779804133,0.018259492800779358,
2019-09-18 21:00:00,CorePlus-W,15.455953013888891,0.0014615526602093345,0.40586881230680777,0.036592950410654364,
2019-09-18 22:00:00,CorePlus-W,15.209148351851852,0.04259523025998893,0.16524321160624753,0.038507060392983856,
2019-09-18 23:00:00,CorePlus-W,14.927828388888884,,0.27164677594757436,0.039752666933351714,
2019-09-19 00:00:00,CorePlus-W,14.922074319444446,,0.22072247664868164,0.040969208603850824,
2019-09-19 01:00:00,CorePlus-W,14.539104611111108,,0.22130768759139582,0.0417690942104878,
2019-09-19 02:00:00,CorePlus-W,14.135318263888887,,0.15671765003859134,0.04281327853318261,
2019-09-19 03:00:00,CorePlus-W,13.79798859722222,,0.08386233083189763,0.04331424525125722,
2019-09-19 04:00:00,CorePlus-W,13.613864347222226,,0.09025425903912414,0.04399216687245515,
2019-09-19 05:00:00,CorePlus-W,13.579243263888891,,0.0692841621170695,0.044312608962271446,
2019-09-19 06:00:00,CorePlus-W,13.49859495833333,,0.049912102367645386,0.029970952457509227,2.284124461452561
2019-09-19 07:00:00,CorePlus-W,13.643011666666666,0.0003340637897269304,0.03745981107211527,0.000971852387067972,1.3372439958365447
2019-09-19 08:00:00,CorePlus-W,14.698445958333332,,0.08538073095906545,,0.5162387416183948
2019-09-19 09:00:00,CorePlus-W,16.111782956388886,,4.687227169816782,,0.46416784581334863
2019-09-19 10:00:00,CorePlus-W,17.43941440486111,,4.309418263262675,0.00016656661407349915,0.7241792361048918
2019-09-19 11:00:00,CorePlus-W,18.779680184722224,0.020864605346069345,1.9295628180600808,0.005073770744973677,2.7065417486836427
2019-09-19 12:00:00,CorePlus-W,19.356225868532576,,2.773660878103472,0.0015471023985402835,2.694104396097918
2019-09-19 13:00:00,CorePlus-W,20.448997353333333,,1.2578989421915516,0.002763275951120537,2.137928097608492
2019-09-19 14:00:00,CorePlus-W,21.213920974861107,,3.392742244995094,,1.062940805310529
2019-09-19 15:00:00,CorePlus-W,21.143135157777774,,4.879553106376537,0.0009994006514521105,0.9376262549748515
2019-09-19 16:00:00,CorePlus-W,21.145787164166673,,5.342622750821865,0.0005464393160375401,1.9337803324642555
2019-09-19 17:00:00,CorePlus-W,21.006412187222224,,4.68298486716352,0.0010976820093077963,2.521994120084022
2019-09-19 18:00:00,CorePlus-W,20.22360272194445,,5.467948342285895,,3.0128350695349884
2019-09-19 19:00:00,CorePlus-W,18.8484136275,,0.8597593519542553,0.027543156154488425,0.018548814144407146
2019-09-19 20:00:00,CorePlus-W,18.23132576013889,,0.4886537514685307,0.03393261445886133,
2019-09-19 21:00:00,CorePlus-W,18.125694350694445,0.0014625873183063919,0.34158116694057805,0.036101188425668784,
2019-09-19 22:00:00,CorePlus-W,18.17579565,0.02044574261459553,0.18732475315414146,0.03820150907954823,
2019-09-19 23:00:00,CorePlus-W,18.23029397736111,,0.18155822327773072,0.03984999174589637,
2019-09-20 00:00:00,Core-W,18.48868175513889,,0.1116627775805391,0.04132987202778816,
2019-09-20 01:00:00,Core-W,17.996106167916665,0.05799784597700217,0.038291109486476765,0.042445065415502345,
2019-09-20 02:00:00,Core-W,17.459468965277775,0.13719528457365462,,0.04348589885229468,
2019-09-20 03:00:00,Core-W,17.071478445694442,0.14162787027352414,,0.044467284603577066,
2019-09-20 04:00:00,Core-W,17.187459314444446,0.16414205874616344,,0.044961660463481885,
2019-09-20 05:00:00,Core-W,17.32162061477717,0.1707792446540926,,0.04514171253303894,
2019-09-20 06:00:00,Core-W,16.838012155277777,0.14823580494541302,,0.02882362715709484,2.297567797919632
2019-09-20 07:00:00,Core-W,16.876804338333333,0.10600371260988142,,,1.9205169477365633
2019-09-20 08:00:00,Core-W,17.221518525555556,0.020953414219735598,3.20970027976057,0.0007542435612001463,0.33358841469221284
2019-09-20 09:00:00,Core-W,18.700381039444448,,3.7556916724077447,,0.7901403718541108
2019-09-20 10:00:00,Core-W,20.459255241944447,,3.8042191037169855,0.00019596159335898697,1.837680821260708
2019-09-20 11:00:00,Core-W,21.70286261125001,,1.6812434749806024,,1.7876482692385098
2019-09-20 12:00:00,Core-W,23.263620910555552,,2.605476925803573,,5.927715412419769
2019-09-20 13:00:00,Core-W,23.862111054583337,,3.3180004450655187,,2.3643496983234984
2019-09-20 14:00:00,Core-W,24.774620022083337,,3.7917730136186294,,1.7353678380698647
2019-09-20 15:00:00,Core-W,24.394308022083337,,5.496579632911835,,3.287416977529214
2019-09-20 16:00:00,Core-W,23.609222281250002,,5.976232133899639,,4.671190255953619
2019-09-20 17:00:00,Core-W,22.610241799305562,,4.890279113828728,,4.70093310058112
2019-09-20 18:00:00,Core-W,22.108292474444443,,5.7795635055897225,,4.547969086210865
2019-09-20 19:00:00,Core-W,21.289196980833342,,0.8465787418668678,0.02288948102218106,0.046431395934451045
2019-09-20 20:00:00,Core-W,21.372651080555556,,0.3680202601446107,0.0316954364056476,
2019-09-20 21:00:00,Core-W,21.196270826134416,0.0014557552312986688,0.20985766552681798,0.03515771814967054,
2019-09-20 22:00:00,Core-W,21.128830459601453,0.020430910279867088,0.09099080099811502,0.03732151656717359,
2019-09-20 23:00:00,Core-W,21.326937494861113,,0.06282610291222603,0.03903500909467887,
2019-09-21 00:00:00,Core-W,20.361147900694448,0.00012095567679207342,0.020308899750512602,0.04043036568825382,
2019-09-21 01:00:00,Core-W,19.815697585833334,0.004615523520783327,0.002446958891839478,0.04184096042409701,
2019-09-21 02:00:00,Core-W,18.625265466944445,0.01895759014089732,,0.04299412990234933,
2019-09-21 03:00:00,Core-W,18.46564987708333,0.018578194653292298,0.00014175846217778117,0.043982118883862185,
2019-09-21 04:00:00,Core-W,19.28018318027778,0.022068492354997023,,0.04470469748498777,
2019-09-21 05:00:00,Core-W,18.798988199583338,0.025891995155709908,,0.04538435208045198,
2019-09-21 06:00:00,Core-W,18.569277143611107,0.017168444513587518,0.0003273831638867158,0.0769909796524924,
2019-09-21 07:00:00,Core-W,18.53628910902778,0.0023739367065165663,3.971997826563173,0.014247645638409764,0.035780917768748324
2019-09-21 08:00:00,Core-W,19.79153852680555,,1.1244993013803748,0.0005218688719300363,1.932826992955461
2019-09-21 09:00:00,Core-W,21.18356415930555,,4.03043616676929,0.0026898676503286797,1.7752232877087408
2019-09-21 10:00:00,Core-W,22.17434998291666,,4.902226233357924,,3.409721065093174
2019-09-21 11:00:00,Core-W,23.451724150277776,,1.8066485577089002,,4.930067973102719
2019-09-21 12:00:00,Core-W,25.043563671805554,,2.884197353656738,,2.413535365009359
2019-09-21 13:00:00,Core-W,26.535981419722226,,3.735596303625091,,2.0494159503686427
2019-09-21 14:00:00,Core-W,27.567357962795914,,4.147668037296696,,3.1097648429039144
2019-09-21 15:00:00,Core-W,26.829744385694443,,6.060493013612444,,2.2962244568370904
2019-09-21 16:00:00,Core-W,25.936971660138894,,6.535558371183222,,4.9010114411683094
2019-09-21 17:00:00,Core-W,23.794485300833333,,5.403267574842778,,5.010218119418093
2019-09-21 18:00:00,Core-W,22.540476850138884,,6.241981107251314,,4.90737481842761
2019-09-21 19:00:00,Core-W,21.637562711666664,,0.8205510241087393,0.027038561080642898,0.04846680997526247
2019-09-21 20:00:00,Core-W,22.076814451527785,,0.3408266617444419,0.03326618060446219,
2019-09-21 21:00:00,Core-W,21.602934678813554,0.0014473118725661014,0.16619035692395726,0.03590401103705331,
2019-09-21 22:00:00,Core-W,21.947288350543477,0.020415393866865656,0.04077210673030469,0.029042158665511224,
2019-09-21 23:00:00,Core-W,21.589787567916666,,0.040693301532745155,0.03961454703377147,
2019-09-22 00:00:00,Core-W,19.758095068749995,0.0006528430612413913,0.007312743572580093,0.04089753854133156,
2019-09-22 01:00:00,Core-W,19.94896501791667,0.0050108388224587965,0.0012678307364789158,0.04222518536968697,
2019-09-22 02:00:00,Core-W,19.651476388888888,0.014567983697127116,0.000382537732897663,0.0430280341765248,
2019-09-22 03:00:00,Core-W,18.23267416902777,0.011860662917418208,0.0008255545581273825,0.0437916350323286,
2019-09-22 04:00:00,Core-W,18.567821730416664,0.022987412342631384,,0.04458497457188152,
2019-09-22 05:00:00,Core-W,18.757495857222228,0.02618803896851561,,0.04541130815454771,
2019-09-22 06:00:00,Core-W,15.228316689305554,0.014251664202486513,0.013988690727404133,0.02898751643526739,2.7243192875893567
2019-09-22 07:00:00,Core-W,14.085074309198545,0.001012770299483153,4.903011389563271,0.0010814805978861543,1.8408970928741695
2019-09-22 08:00:00,Core-W,14.797690027777778,,1.011003700187346,,0.23364461528686828
2019-09-22 09:00:00,Core-W,17.200281596944443,,4.267363821284008,,0.457114026204833
2019-09-22 10:00:00,Core-W,18.66274794236111,,5.320062843506595,,1.2567477044930404
2019-09-22 11:00:00,Core-W,20.297880221249997,,2.0556932656136357,0.00464629407950881,3.057388061431918
2019-09-22 12:00:00,Core-W,17.06092172027778,,2.8013117179887432,0.004868264457845578,1.1769369773107274
2019-09-22 13:00:00,Core-W,20.612932553333334,,3.5046405751647165,,3.0602462929182592
2019-09-22 14:00:00,Core-W,20.167897251805552,,3.8893645277283544,9.855996107989342e-05,2.4195309443797726
2019-09-22 15:00:00,Core-W,20.755372084166666,,5.775144601556549,,3.230381758346747
2019-09-22 16:00:00,Core-W,19.972124900555556,,6.086206793672655,0.0011509260640856903,2.867489753641936
2019-09-22 17:00:00,Core-W,19.255930953055557,,4.940986323720869,,2.5148267590354636
2019-09-22 18:00:00,Core-W,19.07282885319444,,5.15180520984756,,1.8398413512655023
