datetime (YYYY-MM-DD hh:mm:ss),configuration,outdoor air temperature (C),cell A boiler (Wh/sqft),cell B boiler (Wh/sqft),cell A chiller (Wh/sqft),cell B chiller (Wh/sqft),cell A ahu fan (Wh/sqft),cell B ahu fan (Wh/sqft),cell A hw pump (Wh/sqft),cell B hw pump (Wh/sqft),cell A hvac energy (Wh/sqft),cell B hvac energy (Wh/sqft)
2019-11-01 05:00:00,CorePlus-I,12.805441180555556,0.11491656908045234,0.0,0.0,0.0,0.0911026489951389,0.048205932610879625,0.07548352978912036,0.07753757157986112,0.2815027478647116,0.12574350419074073
2019-11-01 06:00:00,CorePlus-I,12.846742833333336,0.11261485195717624,0.0,0.0,0.3343457802190072,0.09043826535393519,0.06748847515833334,0.07530743918912038,0.07741607750601852,0.2783605565002318,0.47925033288335905
2019-11-01 07:00:00,CorePlus-I,12.822903472222224,0.11067033570279931,0.0,0.0,0.20767242253604898,0.09083710749861112,0.0928266804113426,0.07516353176712962,0.07731706010416665,0.2766709749685401,0.37781616305155824
2019-11-01 08:00:00,CorePlus-I,12.964621013888888,0.07434981688130016,0.0,0.0,0.0,0.09089548399768518,0.09235239722152778,0.07515628580393519,0.07726590306666666,0.24040158668292053,0.16961830028819444
2019-11-01 09:00:00,CorePlus-I,13.750243916666667,0.05224542376713739,0.0,0.370448568918869,0.0,0.09806815180185184,0.09381535354884259,0.07514290063773149,0.07734717634351851,0.5959050451255896,0.17116252989236108
2019-11-01 10:00:00,CorePlus-I,14.682496035893458,0.0,0.0,0.4560534422621595,0.0,0.10727696802083335,0.11771672689768518,0.07512174344930557,0.07738887577222221,0.6384521537322984,0.1951056026699074
2019-11-01 11:00:00,CorePlus-I,16.374293513194445,0.0,0.0,0.3157879078372743,0.0,0.09768539999097221,0.1697260454648148,0.07523674921990743,0.07748428624467592,0.4887100570481539,0.2472103317094907
2019-11-01 12:00:00,CorePlus-I,17.786741944305554,0.0,0.0,0.3666174644197017,0.22186450357364393,0.11703194359953703,0.21273540643726851,0.0754076971025463,0.07777974757870369,0.559057105121785,0.5123796575896161
2019-11-01 13:00:00,CorePlus-I,19.344681041527775,0.0,0.0,0.6906437127977246,0.33789732524955635,0.1375799689803241,0.12201851740509259,0.07570559220648147,0.07794397844004629,0.9039292739845302,0.5378598210946952
2019-11-01 14:00:00,CorePlus-I,20.675632863888893,0.0,0.0,0.8564999606213181,0.2739701712141026,0.1664311009648148,0.09154896853680554,0.07573161407268518,0.07818431141388889,1.098662675658818,0.44370345116479704
